portal_name,date,tags,link,header,article
ohtuleht,  eile 22:30,Eesti uudised,https://www.ohtuleht.ee/1034516/voilill-on-ellujaamise-meister-kus-ta-kord-kasvab-sealt-ta-naljalt-ei-lahku,"Võilill on ellujäämise meister – kus ta kord kasvab, sealt ta naljalt ei lahku ","Võililleseemneid võib võrrelda parašütistidega, kes löövad massiga: kindlustavad üleoleku jätkumise juba okupeeritud alal ja loovad tõhusaid sillapäid veel vallutamata territooriumitel. Kus kord võilill võidule pääseb, seal kolletab ta kevadel vaibana – et siis nädala-kahe jooksul peast halliks tõmbuda ja seejärel muu rohelise sisse varjuda. Kuni järgmise kevadeni.Kes iganes omaaegsetest sisuloojatest sõnastas mõtte „Umbrohi ei hävine“, pidas ta ilmselt silmas võilille. Kui see taim kord end teie hoolsalt eluvaeseks vildiks pügatud murukõrbe sisse sätib, ootab ees vaevarikas võitlus. Odavam on olukorraga leppida. Või lasta plats asfalteerida ja roheliseks värvida."
ohtuleht,  eile 22:10,Uudised,https://tervis.ohtuleht.ee/1034560/kiik-kui-nakatumisnaitaja-langeb-alla-200-voib-maskikohustuse-kaotada,"Kiik: kui nakatumisnäitaja langeb alla 200, võib maskikohustuse kaotada (83)","Tanel Kiik, Irja LutsarEestis võib siseruumides maskikandmise kohustus kaduda juba paari nädala pärast. Mis tingimused peavad olema täidetud, et pea pool aastat kehtinud näo katmise kohustus tühistatakse, on arutluse all nii teadusnõukojas kui ka valitsuses.Maskikandmise kohustus on Eestis kehtinud pool aastat, vahendas „Aktuaalne kaamera“. Kui sügisel suhtuti sellesse täie tõsidusega, siis nüüd näitab lühike käik kaubanduskeskuses, et paljude jaoks on see nõue puhas formaalsus.„Inimesed kannavad maski mitte hingamisteede ehk siis nina ja suu ees, vaid lõua otsas, kõrva taga... Seda maski näperdatakse, liigutatakse edasi-tagasi lõua alla, lõua otsast jälle nina ette,“ nentis isikukaitsevahendite ekspert Ille Nakurt-Murumaa.Sarnast pilti ei näe mitte ainult kaubanduskeskustes, aga ka koolides, kus maskid on kohustuslikud alates 12. eluaastast. Aastaid isikukaitsevahendite kasutamist õpetanud naise hinnangul ei ole maskikandmise kohustus koolides põhjendatud.„Üldhariduskoolides korralikku maski kandmist ei ole võimalik saavutada. Minu arvamus on, et koolides maskikandmise nõue on meie pettekujutelm, lootus, et see takistab nakkuse levikut,“ ütles Nakurt-Murumaa.Novembri lõpust kehtiva maskikandmise kohustuse kaotamist arutasid sel nädalal nii teadusnõukoda kui ka valitsus, kuid üksmeelele ei jõutud kummaski.„Sellest esmaspäevast tuli rida avamisi. Vaatame, mis on selle efekt. Järgmisest esmaspäevast tuleb ka terve rida leevendusi. Vaatame, kuidas meie epidemioloogiline olukord muutub. Pigem on see siiski nädalate, kui kuude või aastate küsimus,“ märkis viroloogiaprofessor Irja Lutsar.Eestis on nakatumise tase langenud üheksa nädalat järjest. Samas kasvab jõudsalt vaktsineeritute arv.„Need positiivsed arengud jätkuvad, siis kindlasti suvekuudel on võimalik minna maskikohustuselt üle maskisoovitusele siseruumides. Kui meie nakatumisnäitaja saja tuhande elaniku kohta langeb alla 200, siis võib öelda, et oleme sellises tsoonis, kus võib selliseid leevendusi teha,“ lubas tervise- ja tööminister Tanel Kiik.Praegu on tekkinud olukord, kus viiendas klassis üks pinginaabritest peab maski kandma, sest on juba 12, aga tema sõber on sellest kohustusest pääsenud, sest on kõigest 11. „Haridusvaldkonnas on tõenäoliselt mõistlikum, kui me valmistume sügiseseks perioodiks, pigem neid otsuseid teha klassiastmete või kooliastmete kaupa, mitte niivõrd vanusepõhiselt,“ sõnas Kiik. Hetkeseisuga on viimase kahe nädala koroonanakatumise näitaja saja tuhande inimese kohta 276. Märtsis viiruse leviku kõrghetkel oli see üle 1500."
ohtuleht,  eile 20:44,Maailm,https://www.ohtuleht.ee/1034554/marid-kardavad-oma-usukommete-keelamise-parast,Marid kardavad oma usukommete keelamise pärast (7),"Eestlaste hõimlased marid muretsevad, sest nende siseminister Mihhail Danilov andis korralduse, mis keelab „radikaalsete kalduvustega“ maridel oma vanu usukombeid kohaliku valitsuse hallatud pindadel praktiseerida. Mari traditsiooniline religioon on looduskeskne.Maride muistset loodususku võib nimetada paganlikuks, kuid vaevalt et kuigi radikaalseks. Raadio Vaba Euroopa vahendab oma loos kohalike sõnu, kelle meelest on Mari Eli Vabariigi uus määrus solvav, tekitades lisaks muret, et võimud kavatsevad maride usukombeid veelgi rohkem kontrollima ja piirama hakata. Kuigi paljud marid on formaalselt õigeusku, hoiavad nad südames siiski tähtsat kohta koduvaimudele, esivanematele, hiitele ja loodusnähtustele.Marimaal elab umbes 700 000 inimest, neist pisut üle poole on mari rahvusest. Mari animism on (vähemalt praegu) Mari Eli Vabariigis üks kolmest ametlikult tunnustatud traditsioonilisest usundist õigeusu ja islami kõrval."
ohtuleht,  eile 20:13,Maailm,https://www.ohtuleht.ee/1034552/iisrael-ja-hamas-solmisid-relvarahu,Iisrael ja Hamas sõlmisid relvarahu (5),"Üksteist päeva kestnud pommitamine sai reede esimestel tundidel viimaks lõpu, kui Iisraeli valitsus ja terrorirühmitus Hamas relvarahus kokku leppisid. Konflikti võitjaks peavad end aga mõlemad.Kokku hukkus vastastikustes rünnakutes vähemalt 250 inimest, enamik neist Gaza sektoris, Iisraelis sai teadaolevalt surma 12 inimest. Hukkunute seas on enam kui 100 naist ja last.Rahu on õige habras ning juba reede varahommikul panid selle proovile madin ja kähmlused okupeeritud Ida-Jeruusalemmas al-Aqsa mošee ümbruses. Gaza tänavad täitusid aga juubeldavate inimestega ‒ nagu öeldud, peab ka Hamas end kokkuvõttes võitjaks ning ähvardas, et nende sõrm püsib endiselt päästikul, kirjutab BBC.Mõned iisraellased kritiseerisid peaminister Benjamin Netanyahut, et too lõpetas vasturünnakud liiga vara, samas hoidis algusest peale maailm konfliktil murelikult silma peal. Isegi USA, Iisraeli suurima liitlase välisminister Antony Blinken manitses, et demokraatliku riigina lasub Iisraelil suurem vastutus tavainimeste ja laste elusid säästa. Pärast relvarahu väljakuulutamist helistas Netanyahule USA president Joe Biden, et teda tänada. Hiljem avaldas ta kaastunnet kõigi hukkunute, nii iisraellaste kui ka palestiinlaste lähedastele. Peale selle vestles Biden rahuläbirääkimisi vahendanud Egiptuse presidendi Abdul Fattah al-Sisiga, kellel oli Ameerika ametivenna kõne üle enda sõnul ülimalt hea meel. Al-Sisi  kinnitas, et arutas Bideniga võimalusi, kuidas konfliktidest räsitud piirkonda mingigi rahu tuua.Tänapäevased kaklused käivad ka tänapäevaseid vahendeid kasutusele võttes. Yahoo News vahendab, et mõned Iisraeli noored kogunesid sotsiaalmeedia gruppidesse ning jututubadesse, et korraldada rünnakuid palestiinlaste ja nende äride vastu. Kuigi algul polevat Iisraeli politsei kaebustele kuigi tõsiselt reageerinud, on nad nüüdseks tuvastanud kümneid vägivaldseid intsidente, mis just sellistest online-gruppidest alguse said."
ohtuleht,  eile 19:50,Eesti uudised,https://www.ohtuleht.ee/1034550/hambaarstid-hadas-umbkeelsete-ametivendadega-nad-motlevad-kasumile-mitte-ravile,"Hambaarstid hädas umbkeelsete ametivendadega: „Nad mõtlevad kasumile, mitte ravile!“ ","„Suhtumine on selline, et hammas on valu korral vaja maksku mis maksab välja saada ja implantaat asemele kütta,“ on Eesti hambaarstid vihased idapiiri tagant viimastel aastatel Eestisse saabunud tohtrite peale. „Kui Venemaalt tuleb hambaarst ja tema juures suu lahti teed, hakkab tal kalkulaator peas käima: palju siit raha saaks välja võtta?“Eesti hambaarstid kurdavad, et viimastel aastatel on siia saabunud hulk venekeelseid ametivendi, kes erinevat meil harjumuspärasest kvaliteedist nii teadmiste kui ka eetiliste tõekspidamiste poolest. Kolmandatest riikidest pärit arstid olevat orienteeritud rohkem rahategemisele kui ravile."
ohtuleht,  eile 18:41,Eesti uudised,https://www.ohtuleht.ee/1034545/edasiviiv-joud-rouge-volikogu-tegi-emapuhkusel-oleva-vallavanema-ametist-lahti,Edasiviiv jõud: Rõuge volikogu tegi emapuhkusel oleva vallavanema ametist lahti (4),"Juriidiline küsimus – kas väikse lapsega kodus olev naine on jätkuvalt poliitik?„Praegu on väga lihtne vaadata kalendrisse ja öelda, millal on kohalike omavalitsuste valimised. Rõuge volikogus on jõudude vahekord 13 : 14 ja tuleb üritada kuidagi tavalugejale seletada, et tegu ei ole vääritu käitumisega,“ selgitab Rõuge vallavolikogu esimees Tiit Niilo, miks avaldati umbusaldust vallavanem Mailis Kogerile, kes mullu aprillist on lapsehoolduspuhkusel.Rõuge vallavolikogu avaldas teisipäeval umbusaldust lapsehoolduspuhkusel viibivale vallavanemale Mailis Kogerile ja valis tema asemel vallajuhiks senise kohusetäitja Rein Loigu. Kui umbusaldusavaldus Kogerile kogus 14 häält, siis uus vallavanem kinnitati ametisse sisuliselt ühehäälselt."
ohtuleht,  eile 18:23,Eesti uudised,https://www.ohtuleht.ee/1034544/diplomaat-clyde-kullile-esitatud-kahtlustus-holmab-tuhandete-eurode-omastamist,Diplomaat Clyde Kullile esitatud kahtlustus hõlmab tuhandete eurode omastamist (25),"Clyde Kull„Ütlen seda, et kahtlustus on esitatud omastamises ametiisiku poolt ning lisaks riigisaladuse salastatud välisteabe käitlemise nõuete rikkumises,“ rääkis riigiprokurör Inna Ombler ERRile.„See hõlmab pikemat ajaperioodi ja väga erinevaid ajaperioode ja mingi ajaperiood jääb eelmisse sajandisse,“ rääkis Kulli kaitsja, vandeadvokaat Aivar Pilv, lisades, et ajaperiood jääb 20–25 aasta taha.Pilve sõnul Kulli välisriikidele info edastamises ei kahtlustata. President Kersti Kaljulaid allkirjastas neljapäeval otsuse kutsuda tagasi Eesti suursaadik Pariisis Clyde Kull, kelle suhtes oli alustatud kriminaalmenetlust. Kullile on esitatud kahtlustus omastamises ametiisiku poolt ning riigisaladuse ja salastatud välisteabe käitlemise nõuete rikkumises."
ohtuleht,  eile 17:48,Krimi,https://www.ohtuleht.ee/1034542/galerii-saaremaal-porkasid-kokku-lapsi-vedanud-buss-ja-veok,GALERII | Saaremaal põrkasid kokku lapsi vedanud buss ja veok (14),"Saaremaal toimus liiklusõnnetus lapsi vedanud väikebussi ja veoauto vahel. Kaks 15aastast noormeest viidi kiirabiga tervisekontrolli.Kell 16.02 teatati, et Saaremaal Mehama külas toimus Risti-Virtsu-Kuivastu-Kuressaare mnt 98 km kokkupõrge Veoauto Scania ja Fordi väikebussi vahel. Õnnetuse hetkel oli veoautos ainult juht, 56aastane mees, väikebussis oli juht, 50aastane naine ja kaheksa last.Kiirabi viis tervisekontrolliks haiglasse kaks 15aastast noormeest, kes istusid õnnetuse hetkel väikebussis juhi kõrval. Rohkem inimesi praeguse info kohaselt viga ei saanud. Väikebuss koos lastega oli Saaremaal ekskursioonil ning oli õnnetuse hetkel tagasiteel Pärnusse.Esialgsetel andmetel sooritas veoauto vasakpööret peateelt kõrvalteele ning taga liikunud väikebuss sõitis otsa veomasina haagise taganurgale. Kaitseliidu buss viib ülejäänud lapsed ja bussijuhi Kuressaarde, kuni organiseeritakse neile uus transport Pärnusse."
ohtuleht,  eile 17:32,Eesti uudised,https://www.ohtuleht.ee/1034538/tammearu-paasteametit-voib-oodata-2-36-miljoni-suurune-karbe-mis-tahendaks-ka-koondamisi,"Tammearu: päästeametit võib oodata 2,36 miljoni suurune kärbe, mis tähendaks ka koondamisi (37)","Päästeametit võib järgmisel aastal oodata 2,36 miljoni euro suurune kärbe, mis tähendaks ka koondamisi, ütles päästeameti peadirektor Kuno Tammearu ERR-ile. „Kokkuhoiukohtade otsimisel peame arvesse võtma päästeametile antud ülesandeid, siseturvalisuse arengukava, uuendatud päästevõrgustiku strateegiat ning kohustust tagada parim võimalik päästeteenus,“ sõnas Tammearu.„Samas on selge, et nii suure kärpe puhul ei piisa majanduskulude ülevaatamisest, vaid tuleb vähendada ka inimeste arvu,“ nentis ta.Tammearu sõnul mõjutab see kõiki päästeameti teenuseid - ennetus, järelevalve ja reageerimine - ja seeläbi otseselt Eesti turvalisust.Ta märkis, et vaatab koos siseministeeriumiga võimalikud kärpekohad üle, kuid selguse kärbete vajalikkuses toob augustikuine majandusprognoos."
ohtuleht,  eile 17:32,Maailm,https://www.ohtuleht.ee/1034539/el-salvadori-ekspolitseiniku-aiast-leiti-kumneid-surnukehi,El Salvadori ekspolitseiniku aiast leiti kümneid surnukehi (8),"El Salvadori politsei vahistas 51aastase Hugo Ernesto Osorio Chávezi, kes tunnistas end süüdi kahe naise, ema ja tütre tapmises. Ent kui korravalvurid tema kodu läbi otsisid, avastasid nad sealt õõvastava leiu: endise politseiuurija tagahoovi on maetud vähemalt 24, aga võib-olla isegi kuni 40 inimese säilmed.Näib, et enamik neist on naised ja tüdrukud ning noorimad ohvrid võisid olla alles päris väikesed lapsed. Kõikide surnukehade väljakaevamine on aeganõudev töö ja võtab vähemalt kuu aega. Politsei usub, et mees on naisi tapnud aastaid ning on osa suuremast mõrvarite võrgustikust. Kahtlusaluseid on esialgu kümme ning nende seas leidub politseinikke, sõjaväelasi ja inimkaubitsejaid.Prokuratuur kommenteeris Associated Pressile, et Chávez võttis ohvritega ühendust sotsiaalvõrgustikes, lubas neile kõiksugu maad ja ilmad kokku – „Ameerika unistuse,“, sõnas prokurör –, ning mis neist naistest ja tüdrukutest edasi sai, võib vaid ette kujutada.Samal ajal kui uurijad töötavad, kogunevad maja juurde inimesed, kelle lähedased on viimastel aastatel kaduma läinud, lootuses, et võib-olla saavad nad vähemalt vastuse, mis nende pereliikmetega juhtus."
