portal_name,date,tag,link,header,article
err,26.07.2020 18:09,Välismaa,https://www.err.ee/1117118/itaalia-regioon-kehtestas-maski-mittekandmise-eest-1000-eurose-trahvi,Itaalia regioon kehtestas maski mittekandmise eest 1000-eurose trahvi,"Kolmele ettevõttele, sealhulgas baarile ja juuksuriärile, määrati 1000 euro suurune trahv pärast seda kui politsei sai teada, et nad ei pidanud kinni reedel antud korraldusest, mille kohaselt peab siseruumides maski kandma.""Kui kaaskodanikud arvavad, et probleem on lahendatud, tähendab see, et mõne nädala jooksul liigume tagasi eriolukorda,"" ütles oma reedeses Facebooki postituses Campania maakonna president Vincenzo De Luca. ""Teadsime, et nakatumiste arv suureneb, seda oli oodata,"" ütles ta mõned tunnid enne koroonaviiruse reegleid karmistava käskkirja avaldamist.Korraldusev kõige karmim meede on 1000-euro suurune trahv kõigile, kes suletud ruumis maski ei kanna, olgu selleks avalik hoone, kaubanduskeskus, baar, restoran, kauplus, või ühistransport.Uute reeglite kohaselt peavad ""transpordiettevõtted keelama sissepääsu reisijatele, kes maski ei kanna"".Juhul, kui nad juba viibivad sõidukis, peab neid karistama ning ""paluma sõidukist võimalikult kiiresti väljuda"". Kui nad keelduvad, siis ""buss või rong peatatakse"" ning ""palutakse politsei sekkumist"".Ka ettevõtted vastutavad, juhul ""kui rikkumine toimub äritegevuse käigus"".Lisaks 1000-eurosele trahvile võib ettevõtted ka 30 päevaks sulgeda.Itaalia oli esimene koroonaviirusest mõjutatud Euroopa riik. Viiruse tagajärjel suri riigis üle 35 000 inimese ning nakatunuid on üle 242 000.Laupäeval tuvastati Itaalias 275 uut nakatunut ning viis koroonasurma. "
err,01.10.2020 19:56,ETV uudised,https://www.err.ee/1142160/viipekeelsed-uudised,Viipekeelsed uudised,
err,18.03.2021 19:00,Raadiouudised,https://www.err.ee/1608147025/paevakaja-18-03-2021-18-00-00,Päevakaja (18.03.2021 18:00:00),
err,19.09.2020 09:13,Muusika,https://menu.err.ee/1137076/wolfredt-avaldas-kolmanda-albumi-tides,"Wolfredt avaldas kolmanda albumi ""Tides""","""Tides"" on inspireeritud elu hoovustest, selle igaveset ringkäigust, tõusust ja mõõnast. Albumile on kogutud seitse pala, milles ilusad ruumilised kitarrihelid võivad hetkega muutuda massiivseks müraseinaks ja vastupidi. Kui eelmistel albumitel segunes Wolfredti post-rock tiksuva elektroonikaga, siis nüüd on kuulda klassikalise rokikvarteti dünaamilist ja naturaalset kahurväge. Albumi miksis Martin Kikas Ö Stuudiost ja masterdas Lauri Liivak.Wolfredt on Tallinna instrumentaalne ansambel, mille muusikas segunevad shoegaze, tumedam ambient, post-rock ja post-metal. Bänd sai alguse kui Margus Voolpriidu (Dreamphish, Pia Fraus, Jan Helsing) sooloprojekt, kuid on oma kolmandaks albumiks arenenud neljaliikmeliseks ansambliks. Wolfredtil on seni ilmunud kaks albumit – ""Lullabies To Vilhelmine"" (Seksound 2013) ja ""Neverno"" (Seksound 2016).Wolfredt esitleb oma albumit kontsertidega 2. oktoobril Tartus Genialistide klubis ning 17. oktoobril Tallinnas Sveta Baaris. Plaadiesitluskontsertidel astuvad erikülalistena üles Tallinna instrumentaalset math/post rocki viljelev Kaschalot ning neljaliikmeline instrumentaalmuusikat mängiv After The Waves Have Washed Me Away. "
err,20.08.2020 17:31,Välismaa,https://www.err.ee/1126000/valgevene-algatas-opositsiooni-koostookogu-suhtes-kriminaalmenetluse,Valgevene algatas opositsiooni koostöökogu suhtes kriminaalmenetluse,"Kriminaalasi algatati Valgevene kriminaalkoodeksi paragrahvi 361 alusel, mis näeb ette karistused selle eest, kui kutsutakse üles tegevusele, mis võiks kahjustada riigi julgeolekut.Valgevene peaprokurör Aleksandr Konjuk kuulutas neljapäeval, et koordinatsiooninõukogu on põhiseadusevastane ühendus, mille sihiks on võimuhaaramine.Varasemalt oli Valgevene president Aleksandr Lukašenko, keda opositsioon süüdistab 9. augusti presidendivalimiste tulemuste võltsimises, nimetanud opositsiooni koordinatsiooninõukogu mustasajaliste liikumiseks. Samuti käskis ta riigi julgeolekuametil KGB leida meeleavalduste korraldajad ning nende tegevus lõpetada.Nõukogu jätkab töödKoordinatsiooninõukogu presiidiumi liige Maksim Znak ütles Interfaxile, et nõukogu jätkab hoolimata kriminaalasja algatamisest oma tööd.
										Viimane vabaduses olnud Valgevene opositsiooni juhtorgani liige lahkus riigist									""Aga me mõistame, et kriminaalasja raames on võimudel hulgaliselt instrumente nõukogu töö takistamiseks,"" lisas Znak.Tema kinnitusel ei kahjusta koordinatsiooninõukogu töö Valgevene julgeolekut. ""Ei meie dokumentides ega tegevuses ei ole midagi seadusevastast. Nõukogu väljendab ühiskonna kodanikupositsiooni, see ei ole seni veel kuritegu,"" rääkis Znak.Znak tunnistas, et pärast kriminaalasja algatamist on mõned inimesed nõukogust lahkunud. Kuid näiteks Nobeli kirjanduspreemia laureaat Svetlana Aleksiijevitš, kes pole küll selle töös osalenud, on kinnitanud, et jätkab nõukogu liikmena.Opositsioon nõuab kohtumist jõustruktuuride esindajategaValgevene opositsiooni koordinatsiooninõukogu saatis peaprokuratuurile, KGB-le, juurdluskomiteele ja siseministeeriumile nõudmise korraldada kiiresti kohtumine.Nõukogu ütles avalduses, et neljapäeval saadetud kirjades nõutakse kohtumist, et arutada enamiku Valgevene kodanike nõudmisi.Avalduses märgiti, et nõukogu võttis vastu otsust laiendada oma ridu professionaalidega, kes on valmis tegema tööd poliitilise kriisi lahendamiseks. "
err,24.06.2020 14:00,Välismaa,https://www.err.ee/1105495/riigiduuma-palus-prokuratuuril-uurida-valismeedia-tegevust-venemaal,Riigiduuma palus prokuratuuril uurida välismeedia tegevust Venemaal,"""Esimesed üldistatud andmed süsteemse desinformatsiooni tiražeerimisest saatsin juba peaprokuratuuri, et neile antaks õiguslik hinnang lähtuvalt Venemaa seadusandlusest,"" ütles riigiduuma komisjoni esimees Vassili Piskarjov. Duumakomisjoni hinnangul edastavad lääneriikide rahastatud raadio- ja telejaamad Venemaa põhiseadusreferendumi kohta valeväiteid.President Vladimir Putini algatatud põhiseaduse muutmises ja sellega seotud rahvahääletuses nähakse 20 aastat Venemaad juhtinud Putini soovi pikendada tema võimulolekut veel kahe ametiaja võrra.Riigiduuma esitatud pöördumises mainitakse raadiojaamu Ameerika Hääl ja Deutsche Welle, telekanalit Nastojaštšeje vremja (Kaasaeg), aga samuti raadiojaama Vabadus koos selle Venemaa põhjapiirkondadele, Siberile, Krimmile ja teistele regioonidele suunatud eriprojektidega.Piskarjovi sõnul pööravad nad erilist tähelepanu sellistele väljaannetele, mida rahastatakse välisriikide eelarvetest ning nad jälgivad infot võimalike provokatsioonide korraldamiseks rahvahääletuse ajal, milles tema väitel plaanivad osaleda välismaal koolituse läbinud inimesed.Venemaal on sisuliselt kogu telemeedia võimude kontrolli all ning riik avaldab survet ka sõltumatutele või välismaalt toetust saavatele kodanikuühendustele.Samal ajal süüdistavad demokraatlikud riigid Venemaa propagandakanaleid valeinfo levitamises ning Lääne ühiskondades vaenu ja vastasseisu õhutamises. "
err,19.12.2020 23:45,Korvpall,https://sport.err.ee/1213858/drell-paases-platsile-pesaro-teenis-magusa-voidu,"Drell pääses platsile, Pesaro teenis magusa võidu","Eelmises kolmes mängus pingile jäänud Drell teenis seekord 12 minutit ja viskas selle ajaga neli punkti (kahesed 2/3, kolmesed 0/2), võttis ühe lauapalli ja tegi kolm viga.Pesaro parim oli 17 punkti kogunud argentiinlane Carlos Delfino. Kaotajate parim oli 12 silmaga Derek Willis.Pesaro on nii võitnud kui ka kaotanud viis kohtumist. Brindisi on üheksa võidu ja kahe kaotusega teine, kusjuures eelmine allajäämine pärineb septembrist. Kodus on tegemist hooaja esimese kaotusega. "
err,10.03.2021 23:53,Jalgpall,https://sport.err.ee/1608137938/barcelona-ei-suutnud-psg-vastu-imet-korda-saata-liverpool-alistas-leipzigi,"Barcelona ei suutnud PSG vastu imet korda saata, Liverpool alistas Leipzigi","Pariisi Saint-Germain, kes kindlustas sisuliselt juba avamängus võetud 4:1 võiduga koha kaheksa parema seas, mängis koduses korduskohtumises Barcelonaga 1:1 viiki. Võõrsil kübaratriki löönud Kylian Mbappe avas 30. minutil penaltist skoori, kuid Lionel Messi viigistas seitse minutit hiljem kauni kauglöögiga seisu. Argentina ässal oli avapoolaja lõpus ka hea võimalus Barcelona penaltist juhtima viia, ent PSG puurilukk Keylor Navas tõrjus.Koduses liigas suurtes raskutes olev Liverpool jätkab Euroopas võidulainel. Kaheksandikfinaali avamängus sihile jõudnud Mohamed Salah ja Sadio Mane tõid Inglismaa meisterklubile 2:0 võidu ka Budapestis peetud korduskohtumises, skoorides vastavalt 71. ja 74. mänguminutil.Teisipäeval tagasid koha veerandfinaalis Dortmundi Borussia ja FC Porto, viimased neli veerandfinalisti selguvad järgmisel nädalal. Veerand- ja poolfinaalpaarid loositakse 19. märtsil. "
err,31.01.2021 10:37,Eesti,https://www.err.ee/1608092953/oopaevaga-lisandus-468-positiivset-koroonatesti,Ööpäevaga lisandus 468 positiivset koroonatesti,"Rahvastikuregistri andmetel laekus enim uusi positiivseid testitulemusi Harjumaale, kus koroonaviirusega nakatumine tuvastati 209 inimesel. 154 uutest Harjumaa haigusjuhtudest on Tallinnas.Tartumaale lisandus 59, Ida-Virumaale 77, Saaremaale 26, Pärnumaale 24 ning Järva-, Rapla- ja Valgamaale üheksauut positiivset testi. Lääne-Virumaale ja Võrumaale lisandus seitse, Põlvamaale kuus, Viljandi- ja Läänemaale viis ning Hiiumaale üks uus nakkusjuht. Viiel positiivse testitulemuse saanul puudus rahvastikuregistris märgitud elukoht.Viimase 14 päeva haigestumus 100 000 inimese kohta on 536,8 ning esmaste positiivsete tulemuste osakaal tehtud testide koguarvust 10,9 protsenti.Ööpäeva jooksul avati haiglates uusi COVID-19 haigusjuhtumeid kokku 30, haiglaravi vajab 408 patsientiPühapäeva, 31. jaanuari hommikuse seisuga viibib haiglas 408 COVID-19 patsienti, nendest intensiivravi vajab 37 patsienti, kelledest omakorda juhitaval hingamisel on 22 inimest.
										Ööpäevaga tuvastati 688 uut koroonaviirusega nakatunut, suri üheksa inimest									Ööpäeva jooksul suri kaheksa koroonaviirusega nakatunud inimest – 94-aastane naine, 92-aastane naine, 90-aastane naine, 89-aastane naine, 84-aastane naine, 81-aastane naine, 80-aastane mees ja 71-aastane mees. Kokku on Eestis surnud 419 koroonaviirusega nakatunud inimest. Tänaseks on haiglates lõpetatud 2471 COVID-19 haigusjuhtumit 2426 inimesega. Pühapäevase seisuga on tervenenud 33 741 inimest. Neist 23 829 inimese (70,6 protsendi) haigusjuhtum on lõpetatud, 9912 inimese (29,4 protsendi) puhul on positiivsest testist möödunud rohkem kui 28 päeva ja inimene ei viibi haiglaravil ehk ootab tervenemise kinnitamist. Eestis on koroonaviiruse tuvastamise võimekuse tekkimisest 2020. aasta kevadest tehtud enam kui 774 529 viiruse SARS-CoV2 määramise testi. Esmaseid positiivseid teste on kokku olnud 44 208 (5,7 protsenti testide koguarvust).Eestis on COVID-19 vastu vaktsineerimisi tehtud kokku 38 055, kaks doosi on saanud 10 155 inimest.Terviseamet rõhutab, et haigestumuse intensiivsus Eestis on väga kõrge Koroonaviiruse levik on üle Eesti laialdane ja intensiivne. Nakatumise kõver näitab küll stabiliseerimise märke, kuid murekohaks on COVID-19 intensiivravi kohtade suur täitumus. "
err,22.06.2020 19:47,Autoralli,https://sport.err.ee/1105135/mikkelsen-on-valmis-hea-voimaluse-eest-maksma,Mikkelsen on valmis hea võimaluse eest maksma,"""Mul on raha, mida oma karjääri investeerida,"" lausus norralane väljaandele DirtFish. ""Aga ma ei maksa sõitmise eest, kui ma ei näe selle auto või tiimiga edasiminekut.""""Ma olen valmis investeerima, kui sel on tulevikku. See peab mingeid uusi võimalusi looma. Praegu pole lihtne autot rentida, nii et võib-olla ootame järgmise aastani ja oleme valmis 2022. aastal.""""Fantastiline oleks näha mõnede tehasetiimide liitumist 2022. aastal, mis tooks rohkem sõitjakohti,"" jätkas ta. ""Sest praegu ei ole kindlasti palju vabasid kohti.""Mikkelsen sõitis kõigepealt neli hooaega Volkswagenis, teenis kolm rallivõitu ja lõpetas kolmel korral MM-hooaja üldarvestuse kolmandal kohal (2014, 2015, 2016).Pärast Saksamaa autotootja kiiret lahkumist jäi Mikkelsen 2017. aastaks kindla sõitjakohata, kuid 2018. ja 2019. aastal kihutas täisprogrammi Hyundai eest. Loodetud edu ei tulnud.""Hyundai on väga selgelt Thierry Neuville'i jaoks tehtud auto. Minul oli sellega keeruline sõita, eriti asfaldil,"" lausus norralane.""Aga mulle lisab enesekindlust see, et ma õppisin oma stiili Sebastien Ogier' pealt, kes võttis šnitti Sebastien Loebilt - ja kui Loeb tuli Hyundaisse, siis ka temal oli sellega asfaldil raskusi. Andke mulle auto, mis keerab [hästi] ja ma olen tagasi."" "
err,04.04.2021 09:52,Korvpall,https://sport.err.ee/1608165124/washingtoni-seljatanud-dallas-noppis-neljanda-jarjestikuse-voidu,Washingtoni seljatanud Dallas noppis neljanda järjestikuse võidu,"Dallas võitis kohtumise avaveerandi viie punktiga ja ka poolajale mindi sama suures eduseisus. Kui veel kolmanda veerandi võitsid külalised napi kolme silmaga, siis viimase veerandi juba kindlalt 34:20, olles kokkuvõttes võõrustajatest paremad 22 punktiga.Võitjate parimana viskas Luka Doncic 26 punkti ja tõi kaheksa lauapalli. Pingilt sekkunud Jalen Brunson panustas võitu 19 silmaga, Tim Hardaway Jr. lisas 16 punkti. Washingtoni resultatiivseimaks osutus Russell Westbrook 26 punkti ja 14 lauapalliga.Võidulisa teenis ka New York Knicks, kes alistas võõrsil Detroit Pistonsi suurelt 125:81. Knicks haaras juba avaveerandi järel 26-punktilise edu ja ehkki võõrustajad vähendasid poolajaks vahe 19 silmale, jätkus pärast vaheaega külaliste selge üleolek. New Yorgi meeskond võitis kolmanda veerandi kaheksa ja viimase veerandi 17 punktiga, olles kokkuvõttes parem 44 punktiga.Knicksi parima punktitoojana viskas Julius Randle 29 silma. Reggie Bullock panustas 22 ja RJ Barrett 14 punktiga. Pistonsi ridades tõi Jerami Grant omadele 16 punkti.Teised tulemused:Miami – Cleveland 115:101Philadelphia – Minnesota 122:113San Antonio – Indiana 133:139 la.Utah – Orlando 137:91Portland – Oklahoma City 133:85Sacramento – Milwaukee 128:129 "
err,10.06.2020 23:53,Jalgpall,https://sport.err.ee/1100466/hispaania-jalgpall-naasis-45-minutilise-manguga,Hispaania jalgpall naasis 45-minutilise mänguga,"Ilma pealtvaatajateta peetud kohtumine kestis aga kõigest 45 minutit, sest matši esimene poolaeg mängiti juba ära mullu 15. detsembril. Toona jäeti mäng vaheajal pooleli, kuna kodumeeskonna toetajad kostitasid külalismeeskonna ukrainlasest ründajat Roman Zozuljat solvangutega, kutsudes teda natsiks. Tegu oli esimese korraga Hispaania jalgpallis, kui mäng solvava skandeerimise tõttu katkestati.Tänases kohtumises mängis külalismeeskond Albacete ka ühemehelises vähemuses, sest detsembris olis poolkaitsja Eddy Silvestre saanud avapoolajal punase kaardi.Kohtumist alustati minutilise leinaseisakuga, et mälestada 27 000 inimest, kes on Hispaanias koroonaviruse tõttu surnud. Luis Advincula 61. minuti väravast võitnud Rayo Vallecano hoiab liigatabelis 43 punktiga seitsmendat kohta. Albacete asub 35 silmaga 18. tabelireal. "
err,30.03.2021 18:34,Iluuisutamine,https://sport.err.ee/1608160630/uisuliit-loodab-et-kodune-em-toimub-juba-tavaparastes-tingimustes,"Uisuliit loodab, et kodune EM toimub juba tavapärastes tingimustes","Pekingi taliolümpiale eelnevad iluuisutamise Euroopa meistrivõistlused toimuvad Tallinnas, Tondiraba jäähallis järgmise aasta 12.-16. jaanuarini. Kas EM-i alustavad mehed või naised ehk täpne võistlusprogramm, mis päeval on jääl üksiksõitjad ja paarid, kinnitatakse lõplikult mais-juunis rahvusvahelise uisuliidu inspektsiooni ajal. Septembrist loodetakse alustada piletimüüki.""Me loodame, et vaktsiinid hakkavad mõjuma, asi normaliseerub ning võistlus toimub normaalsetes tingimustes,"" rääkis ERR-ile Eesti uisuliidu president Maire Arm. ""Ma usun, et siin müüakse kõik piletid välja. See tuleb väga vahva üritus.""Juhuks, kui pandeemia ei vaibu, on alaliidul olemas korralduseks ka B-plaan. Piirangutega suurvõistluse läbiviimist nägi Eesti uisuliidu president värskelt just Stockholmi mullis peetud MM-il.
										MM-il Eesti iluuisutamise ajalugu teinud Selevko sihib järgmist arenguhüpet									""Kui peaks olema selline mustem stsenaarium, et ikkagi on haiguse mõjud ja me peame sellega arvestama, siis meie eesmärk on võistlus läbi viia analoogselt Stockholmi MM-ile või vastavalt rahvusvahelise uisuliidu näpunäidetele,"" kinnitas Arm.Meeste üksiksõidus saab Eesti kodujääl starti saata ühe uisutaja. Naisi pääseb starti kaks, sest Eva-Lotta Kiibus jõudis mullu EM-il esikümnesse ja teenis riigile kaks kohta. Kriteeriumid, mille järgi EM-koondis välja valitakse, peaks olema tänavuse hooajaga sarnased, kuid lõplik otsus tehakse mais. Siis on ühtlasi selge, kas kodusel EM-il näidatav koht omab kaalu ka olümpiakoondisse pääsul.""Olümpiamängudele on riigile koha toonud kaks sportlast. Kui võtta täht-tähelt, siis on see koht riigile. Meil on olnud varem niimoodi, et juhatus on otsustanud, et lähebki see sportlane, kes on selle pileti välja võidelnud, aga eks me peame arutama. On vaja ka otsustada, kes on varuvõistlejad,"" rääkis Arm.Sportlaste nimed ja kriteeriumid kinnitab uisuliit mai lõpuks. "
err,30.08.2020 06:56,Välismaa,https://www.err.ee/1129116/riia-valimised-voitis-nimekiri-arengule-poolt-ja-progressiivsed,Riia valimised võitis nimekiri Arengule/Poolt! ja Progressiivsed,"Läti pealinna volikokku on esialgsete tulemuste järgi pääsenud seitse erakonda . AP/P saab 18 mandaati, Üksmeel 12 ja Uus Ühtsus kümme. Rahvuslik Liit/Läti Regioonide Ühendus saab seitse mandaati, Au Teenida Riiat (GKR) viis mandaati, Läti Venelaste Liit (LKS) ja Uus Konservatiivne Partei (JKP) kumbki neli mandaati. Ülejäänud valimistel osalenud erakonnad ei ületanud viie protsendi lävendit, et Riia linnavolikokku pääseda. Valimistel tuvastati probleemid kahes valimisjaoskonnas, kus tuli kehtetuks kuulutada umbes 600 häält, kuna ümbrikel hääletussedelitega puudusid vajalikud templid. Laupäevastel valimistel osales umbes 40,58 protsenti hääleõiguslikest elanikest. Tegemist on Riia linnavolikogu valimiste ajaloo kõige madalama valimisaktiivsusega alates vähemalt 1997. aastast, teatas keskvalimiskomisjon. Kokku tuli hääletama 171 507 inimest. Samas olid need viimase aja ühed olulisemad valimised Lätis üldse ning tõid pealinna venemeelse juhtimise asemel võimule Läti parteid.Parteiühenduse Arengule/Poolt! - Progressiivsed linnapeakandidaat Martinš Stakis ütles, et riialased andsid mandaadi parteidele, kes seni olid Riia linnaduumas opositsioonis.""See tähendab, et oleme saanud kindla eelduse muudatusteks. Oleme oma kolm peamist eelistust määratlenud nii: esiteks - Riia taristu. Peame lõpetama tööd, mis on alustatud - sildade ja teede remondi. Teine on täiesti uus juhtimismudel Riias ja võitlus korruptsiooni vastu. Me ei varja, et see on Riias praegu väga aktuaalne. Ja kolmas on investeeringud, innovatsioon ja töökohad,"" loetles Stakis.Võimalik linnapeakandidaat Martinš Stakis soovib veelgi tugevdada Riia rolli Baltimaade keskusena. Eestis, muide, on tal palju tuttavaid nii senise kaitseministeeriumi töö kui ka kohvimüügiga seotud eraäri tõttu. Stakis sai kandidaatidest enim plusse - üle 24 000.""Sooviksin teha rohkem koostööd. Oskan märgata, mida on tehtud hästi teie pealinnas Tallinnas ja mis on hästi Vilniuses,"" lausus Stakis.Koosmeele linnapeakandidaat Konstantins Cekušins ütles ""Aktuaalsele kaamerale"", et nad võivad jääda opositsiooni, kuid on valmis koostööks kõigiga.""Ajalooliselt on meid toetanud venelased, kuid ainult seetõttu, et need,kes peavad end Läti parteideks, ei soovi kõigi valijatega suhelda,"" ütles Cekušins.Koalitsiooniläbirääkimised algavad esmaspäeval. Võimalikul uuel liidul on kokku ülekaalukas enamus ehk 39 kohta. Üldse pääses duumasse 15 nimekirjast seitse. "
err,22.02.2021 14:36,Eesti,https://www.err.ee/1608119242/kohus-moistis-saatejuht-katrin-lustilt-veet-mano-kasuks-valja-10-000-eurot,Kohus mõistis saatejuht Katrin Lustilt Veet Mano kasuks välja 10 000 eurot,"Harju maakohtust öeldi ERR-ile, et kohus rahuldas hagi osaliselt, kohustades Lusti ümber lükkama ebaõiged väited, sealhulgas TV3 ees, ning avaldama omal kulul jõustunud kohtuotsusele järgneva esimese telesaate ""Kuuuurija"" alguses, enne saates käsitletavate teemade tutvustamist, ebaõigeid andmeid ümberlükkav audiovisuaalne teadaanne.Samuti kohustati Lusti eemaldama telesaate ""Kuuuurija"" Facebooki lehelt kõik postitused, mis puudutavad 17. mail 2016 esmakordselt eetrisse läinud saadet ning milles viidatakse hagejale.Kohus mõistis Lustilt hageja kasuks mittevaralise kahju hüvitisena 10 000 eurot ja seadusjärgse viivise 10 000 eurolt võlaõigusseaduses sätestatud määras alates 28. detsembrist 2018 kuni põhinõude tasumiseni.Kohus jättis rahuldamata hagi Lusti vastu varalise kahju hüvitise 1550,42 euro ja viivise nõudes.Pooltel on õigus 30 päeva jooksul kohtuotsus edasi kaevata.Mano teatas, et kavatseb otsuse edasi kaevata. """"Kuigi kohus mõistis Katrin Lustilt välja rahalise hüvitise, siis kaalun siiski otsuse edasikaebamist, sest hüvitise suurus pole minu hinnangul piisav korvamaks minule tekitatud kahju,"" teatas Mano esindaja kaudu.Kõnealuse saate ja seal esitatud valeväidete kohta tegi tauniva otsuse 15. septembris 2016 ka pressinõukogu, kelle hinnangul rikkusid ""Kuuuurija"" tegijad head ajakirjandustava ning eksisid Eesti ajakirjanduseetika koodeksi mitmete punktide vastu. "
err,31.03.2021 19:55,Tele/raadio,https://menu.err.ee/1608161839/udmurt-nagi-eestis-esimest-korda-pelmeenide-praadimist-minu-maailmavaade-laks-teistpidi,Udmurt nägi Eestis esimest korda pelmeenide praadimist: minu maailmavaade läks teistpidi,"Mari ja eesti keeles on rohkem kui kolm sõna, mis kõlavad sarnaselt, märkis mari Ljudmilla Jamurzina ning on ka sõnu, mis on ühesugused mõlemas keeles, nagu lumi, puu ja luu.Udmurdi keeles on lugu samasugune nagu mari keeles -- kõik leksikon, mis käsitleb kehaosasid, on sama, märkis udmurt Nadii Mush.Mush tunnistas, et tunneks Tallinna tänaval teise udmurdi ära küll ning silmapilgust. ""Kuidagi väikest kasvu, väga tagasihoidlikud, introvertsed ja ei räägi palju.""80 protsenti udmurtidest on punapead, seega on ka punane pea üks märke, mille järgi Tallinna tänaval udmurti ära tunda, märkis Mush.Jamurzina märkis, et tema ei näe välja nagu tüüpiline mari. ""Mul on mustad silmad, mustad juuksed. Tüüpiline mari on pigem heledate juuste ja siniste silmadega. Kui ma vaatan oma vanaisa noorusaja pilte, siis ta tõesti nagu Karl-Erik Taukar.""
										Hõimlaste elu-olu									Jamurzina tunnistas, et Eestisse tulek ei olnud tema jaoks nii kerge, sest ta on ajaloolane, mitte filoloog ning ei tundnud eesti keele struktuuri ja grammatikat. Eestisse sattus ta hõimurahvaste programmi toel ja on Eestis nüüdseks elanud 16 aastat.Mush on Eestis elanud 15 aastat ja tema jäi siia seetõttu, et armus. ""Ma hakkasin otsima programme, et siia tulla ning kuulsin, et on olemas selline hõimurahvaste programm ja siis tulingi. Sain tuttavaks ka kirjanikega ja hakkasin tõlkima eesti kirjandust udmurdi keelde.""Udmurdi keelt kõnelevaid inimesi on kokku natuke vähem kui eestlasi ehk 700 000. ""Aga ainult 80 protsenti neist oskavad udmurdi keelt,"" märkis Mush.Marisid on vähem kui urdmurte, Jamurzina sõnul on neid maailmas umbes sama palju kui Tallinnas elanikke ehk umbes 427 000 inimest. Ta tunnistas, et keelega on neil mure. ""Keele säilitamine on praegu kõige tähtsam protsess.""Rääkides pelmeenidest, mida nii udmurdid kui ka marid peavad paljude teiste hulgas oma rahvustoidust, märkis Mush, et ta nägi alles Tallinna Ülikoolis õppides ühiselamus esimest korda, kuidas pelmeene praetakse. Udmurdimaal ei sööda pelmeene kunagi praetuna.""Minu maailmavaade läks teistpidi."" Ta lisas, et nüüdseks praeb ta isegi pelmeene.Sari ""Meie hõimlased"" alustab ETV2 eetris reedel, 2. aprillil kell 21.30. "
